cutover_id,era_start_estimate,era_end_estimate,old_pattern_or_layout,new_pattern_or_layout,last_old_capture_timestamp,first_new_capture_timestamp,evidence_old_capture_url,evidence_new_capture_url,signal_type,confidence,notes
cut_001,20091114092128,20110206141034,"browse,game","browse,game,game_browser,pagination,plays,rating,sort",20091114092128,20110206141034,https://web.archive.org/web/20060626224645/http://kongregate.com:80/,https://web.archive.org/web/20111231075240/http://www.kongregate.com:80/games?sort=newest,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_002,20120701152357,20130411022654,"browse,game,game_browser,pagination,plays,rating,sort","browse,game,game_browser,pagination,plays,rating,sort",20120701152357,20130411022654,https://web.archive.org/web/20120701152357/http://www.kongregate.com:80/games?,https://web.archive.org/web/20130411022654/http://www.kongregate.com/games?sort=newest,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_003,20130411022654,20140502095907,"browse,game,game_browser,pagination,plays,rating,sort","browse,game,game_browser,pagination,plays,rating,sort",20130411022654,20140502095907,https://web.archive.org/web/20130411022654/http://www.kongregate.com/games?sort=newest,https://web.archive.org/web/20140926213031/http://www.kongregate.com/games?sort=rating,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_004,20141003214402,20150103173122,"browse,game,game_browser,pagination,plays,rating,sort","browse,game,game_browser,pagination,plays,rating,sort",20141003214402,20150103173122,https://web.archive.org/web/20140926213031/http://www.kongregate.com/games?sort=rating,https://web.archive.org/web/20150904085012/http://www.kongregate.com:80/top-rated-games,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_005,20150904085012,20160303052055,"browse,game,game_browser,pagination,plays,rating,sort","browse,game,game_browser,pagination,plays,rating,sort",20150904085012,20160303052055,https://web.archive.org/web/20150904085012/http://www.kongregate.com:80/top-rated-games,https://web.archive.org/web/20160306081415/http://www.kongregate.com:80/games,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_006,20161229042555,20170112053145,"browse,game,game_browser,pagination,plays,rating,sort",unknown markers,20161229042555,20170112053145,https://web.archive.org/web/20160306081415/http://www.kongregate.com:80/games,https://web.archive.org/web/20170318050947/http://www.kongregate.com/most-played-games,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_007,20171025151756,20190108204612,unknown markers,"browse,game,game_browser,pagination,plays,rating,sort",20171025151756,20190108204612,https://web.archive.org/web/20170318050947/http://www.kongregate.com/most-played-games,https://web.archive.org/web/20190108210318/http://www.kongregate.com/games,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_008,20190922193842,20200429124610,"browse,game,game_browser,pagination,plays,rating,sort","browse,browse_game,game,game_browser,plays,rating,sort",20190922193842,20200429124610,https://web.archive.org/web/20190108210318/http://www.kongregate.com/games,https://web.archive.org/web/20200429124610/https://www.kongregate.com/,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_009,20200722172659,20210127045335,"browse,browse_game,game,game_browser,plays,rating,sort","browse,browse_game,game,game_browser,plays,rating,sort",20200722172659,20210127045335,https://web.archive.org/web/20200429124610/https://www.kongregate.com/,https://web.archive.org/web/20210127045335/https://www.kongregate.com/,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_010,20210127045335,20231123000343,"browse,browse_game,game,game_browser,plays,rating,sort",unknown markers,20210127045335,20231123000343,https://web.archive.org/web/20210127045335/https://www.kongregate.com/,https://web.archive.org/web/20231123000343/https://www.kongregate.com/games?sort=oldest,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_011,20231221025233,20240121082612,unknown markers,"browse,game,game-card,plays,rating,sort",20231221025233,20240121082612,https://web.archive.org/web/20231123000343/https://www.kongregate.com/games?sort=oldest,https://web.archive.org/web/20240121082612/http://www.kongregate.com/,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_012,20240121082612,20250928103125,"browse,game,game-card,plays,rating,sort","browse,game,plays,rating,sort",20240121082612,20250928103125,https://web.archive.org/web/20240121082612/http://www.kongregate.com/,https://web.archive.org/web/20251231195237/https://www.kongregate.com/games?sort=rating,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
cut_013,20251231195237,20260115144325,"browse,game,plays,rating,sort",unknown markers,20251231195237,20260115144325,https://web.archive.org/web/20251231195237/https://www.kongregate.com/games?sort=rating,https://web.archive.org/web/20260406162550/https://www.kongregate.com/,html_layout_change,low,Automated pilot diff; requires manual confirmation with denser samples.
